model,age_year,shutter_count,condition,has_box,price_used
Sony A6700,2,6871,very_good,1,42700
Sony A6600,2,114217,fair,1,21400
Sony A7SII,11,12855,good,1,18790
Sony A6700,0,96080,fair,0,36590
Sony ZV E10,4,304,very_good,1,18600
Sony A6600,4,16807,good,0,21690
Sony ZV1F,4,1493,excellent,0,10590
Sony A7SIII,2,1262,very_good,1,59100
Sony A7II,6,97936,good,1,10900
Sony A6600,1,139727,good,1,23300
Sony A9,4,81190,good,1,30900
Sony A9,0,233564,fair,1,30600
Sony A6400,3,53983,fair,1,14490
Sony A1II,1,9272,good,0,168790
Sony A1II,0,18578,excellent,0,181200
Sony A7RV,2,72284,fair,0,81100
Sony FX2,0,2170,very_good,0,80490
Sony A6300,5,76711,fair,1,10590
Sony A6500,4,38474,good,0,15090
Sony A5000,1,235350,poor,1,4100
Sony A7RIII,0,709,excellent,0,31500
Sony FX2,0,2981,excellent,1,77890
Sony FX2,1,1462,excellent,1,79500
Sony FX2,0,3719,excellent,0,74390
Sony A5100,5,240590,fair,0,6090
Sony A7V,1,5013,good,0,76690
Sony FX3,1,2156,excellent,0,108400
Sony ZV E10II,1,18435,very_good,1,29290
Sony RX100VII,3,108,excellent,1,28000
Sony ZV E10,1,15795,good,0,15800
Sony A6300,10,18025,very_good,1,12100
Sony A6500,3,9018,good,0,15200
Sony A5000,10,39328,very_good,1,5500
Sony A6600,1,231403,poor,1,
Sony A5000,12,11129,good,0,???
Sony A7SIII,1,1792,very_good,0,60900
Sony ZV E10II,2,14748,good,1,???
Sony ZV E10II,0,12427,good,1,28700
Sony ZV E10,3,/,very_good,1,17800
Sony A7IV,2,6107,very_good,1,46200
Sony A9,5,7618,very_good,0,37890
Sony A7RIII,3,284397,fair,1,22190
Sony A7III,6,1968,very_good,0,27700
Sony A6000,11,15748,very_good,0,9000
Sony A5100,8,6675,good,1,6900
Sony ZV E10,4,6761,very_good,0,17000
Sony A6400,2,9446,good,1,15890
Sony FX3,3,3595,very_good,0,116800
Sony A7RII,1,229723,fair,1,16500
Sony FX2,0,2271,very_good,0,79190
Sony A6700,2,663,excellent,0,36690
Sony A9,0,87231,good,0,31590
Sony A6600,6,153193,fair,0,21400
Sony A9III,1,36315,very_good,0,128690
Sony A7III,1,78293,good,1,24400
Sony FX2,0,2375,very_good,0,73100
Sony A7SII,0,285146,fair,0,17300
Sony A9III,3,505,excellent,1,129890
Sony A7RIV,7,167222,poor,0,38500
Sony A6400,0,278488,fair,0,14400
Sony A7II,9,76039,fair,0,9890
Sony ZV1,4,576,very_good,1,15900
Sony A6500,6,211972,poor,1,15590
Sony A6700,1,40957,good,1,36300
Sony A9II,2,62627,good,1,74890
Sony FX3,5,3108,excellent,1,111700
Sony A9II,5,9116,very_good,0,83700
Sony FX30,0,1555,very_good,1,46800
Sony A7V,1,12557,very_good,1,75000
Sony A5100,1,176259,fair,1,6290
Sony A7II,9,2378,very_good,0,12790
Sony A6600,4,15161,very_good,0,27490
Sony A7S,4,3064,very_good,1,8800
Sony A7SII,10,2414,excellent,0,19690
Sony A5000,1,61304,good,0,4590
Sony A1,1,321240,fair,0,87600
Sony A5100,6,785,excellent,0,8300
Sony A7RIII,2,270710,poor,1,20100
Sony ZV E10II,2,9546,very_good,0,32590
Sony A9II,5,277809,poor,1,67900
Sony A7RIV,4,157375,poor,-,37590
Sony FX30,3,2449,excellent,0,49300
Sony A7SII,10,192582,poor,1,16500
Sony A9II,4,41501,very_good,1,77700
Sony FX2,1,1018,very_good,1,75400
Sony A7RIII,4,7155,good,0,26790
Sony A6100,5,304178,fair,0,13900
Sony ZV E10,1,9286,very_good,0,18700
Sony ZV E10,3,7547,good,1,16000
Sony A1,5,99866,good,0,88000
Sony A7RV,4,314409,poor,0,79290
Sony A5100,10,9313,very_good,0,7790
Sony A7RIII,3,296764,poor,1,20600
Sony A6500,1,5876,very_good,1,16000
Sony ZV E10,2,4982,very_good,0,18490
Sony A6100,5,79275,good,1,15000
Sony A6400,4,66543,good,0,16500
Sony A6500,1,49903,good,0,15290
Sony A6000,12,72115,good,1,8090
Sony ZV1F,2,889,excellent,0,10990
Sony ZV E10II,1,13966,very_good,0,32890
Sony ZV1,0,1152,very_good,1,14800
Sony A5000,9,17760,good,1,4590
Sony A7III,5,214249,poor,0,18890
Sony FX30,1,1512,very_good,0,47500
Sony A7RII,4,79601,good,0,17390
Sony A7,0,4069,very_good,0,8190
Sony A7III,1,2271,very_good,1,27190
Sony A6300,1,48378,very_good,0,13000
Sony A7II,10,7241,good,0,10100
Sony ZV E10II,1,3989,excellent,0,30500
Sony A6700,3,189058,fair,0,36590
Sony ZV1,1,1503,excellent,1,15300
Sony A7,2,9110,very_good,1,8200
Sony ZV E10,3,15961,very_good,1,18390
Sony ZV1F,2,809,excellent,1,9990
Sony A6100,0,146551,good,0,14400
Sony A6000,3,50590,fair,1,7690
A7III,0,878,very_good,0,77500
Sony ZV E10,5,11502,good,0,15900
Sony ZV1,4,1134,excellent,0,13600
Sony A6300,,182201,fair,0,10590
Sony A7RIV,2,1714,excellent,1,42700
Sony A6000,12,35819,very_good,0,9700
Sony A9III,0,9362,very_good,0,141100
Sony A5000,7,87661,fair,0,4200
Sony A5100,5,4310,excellent,0,8300
Sony ZV1,1,650,very_good,1,15690
Sony A7RII,7,6183,very_good,0,21200
Sony A7RIV,5,6053,good,1,38390
Sony A9,1,69443,fair,1,31090
Sony FX3,4,2700,excellent,1,116790
Sony A6700,3,60027,fair,1,
Sony A7RII,7,9020,good,0,18200
Sony A6700,1,47839,good,1,36590
Sony RX100VII,6,519,excellent,-,28000
Sony ZV E10,3,3270,very_good,1,16600
Sony FX3,1,1461,very_good,0,119200
Sony ZV E10II,0,8300,good,1,28400
Sony A7RII,6,40320,very_good,1,18800
Sony A7SII,11,190312,fair,0,17490
Sony A6100,6,39236,good??,0,14300
Sony A7,9,9000,good,1,6900
Sony FX2,0,1083,excellent,1,79100
Sony ZV E10II,1,14786,good,1,28800
Sony A6100,5,2308,excellent,1,17190
Sony A1,4,82468,good,0,90800
Sony RX100VII,3,1394,very_good,1,30090
Sony A6500,2,58040,fair,1,15390
Sony A7RIV,6,9284,very_good,0,39600
Sony FX2,0,3857,excellent,0,73790
Sony ZV1,3,812,excellent,0,15400
Sony A7II,6,163459,fair,1,9600
Sony A6000,12,181388,fair,1,7400
Sony FX2,1,3062,excellent,0,76600
Sony ZV E10II,1,7237,very_good,1,29690
Sony A7SIII,0,3458,excellent,0,57500
Sony RX100VII,6,1939,excellent,0,32490
Sony A6000,1,61795,good,1,8190
Sony A7RII,11,42989,good,-,17190
Sony A7III,0,223284,poor,0,18500
Sony A7RIV,5,251858,poor,0,37290
Sony A6500,7,34665,good,0,15100
Sony FX3,0,1272,excellent,0,105400
Sony A5100,7,25862,good,0,7000
Sony A6700,1,45438,very_good,0,40900
Sony A7III,2,66869,fair,0,19790
Sony A7SIII,1,2214,very_good,0,55900
Sony A7SIII,1,2506,excellent,1,61190
Sony A6400,1,77469,fair,1,14400
Sony A7IV,0,56078,good,0,43600
Sony A6000,5,93399,good,0,7890
Sony A7S,6,274954,fair,1,6890
Sony A7SIII,1,3367,excellent,0,54700
Sony A9,6,65499,good,0,31900
Sony A9,1,22172,very_good,0,35900
A6400,4,2537,very_good,0,19600
Sony A9III,1,5013,very_good,1,147990
Sony FX2,1,2786,very_good,1,81600
Sony A7IV,1,33146,good,1,44800
Sony ZV1F,2,518,very_good,1,10690
Sony FX2,1,3493,very_good,0,83500
Sony ZV1,6,1952,very_good,0,14290
Sony A7RV,0,2141,excellent,1,85100
Sony FX3,3,1869,very_good,1,119100
Sony ZV1,3,1021,very_good,0,14600
Sony A5100,6,21141,good,0,6900
Sony A7RII,8,7440,very_good,1,19800
Sony A7V,0,11198,excellent,0,81900
Sony RX100VII,4,634,excellent,1,29000
Sony FX2,1,1076,very_good,1,76400
Sony A7SII,7,15971,very_good,1,22400
Sony ZV1,0,1065,excellent,0,15700
Sony A6700,2,unknown,very_good,1,42100
Sony A9,4,19351,good,1,31990
Sony A9III,/,35672,good,0,125990
Sony A6400,2,85773,fair,/,14390
Sony A7IV,5,196697,fair,1,41300
Sony FX2,1,2944,excellent,1,83690
Sony A7II,11,43256,good,1,10790
Sony A9,3,8901,very_good,0,36190
Sony A9III,0,16267,good,1,126500
Sony A1,3,66099,good,1,89600
Sony ZV1F,4,741,excellent,1,10100
Sony RX100VII,5,1355,very_good,1,31300
Sony A1,1,70253,fair,0,87500
Sony ZV E10,3,18370,good,0,15790
Sony ZV E10II,1,15410,good,1,28200
Sony A6400,1,71759,good,0,16290
Sony A6000,9,293586,fair,1,7590
Sony A7IV,5,4100,very_good,0,50200
Sony A7II,10,6843,good,0,11000
Sony ZV E10,0,18798,very_good,1,16300
Sony A9III,0,9895,good,0,126400
Sony A7V,0,14774,very_good,1,80090
Sony ZV1,0,1145,very_good,1,14700
Sony A9III,3,60252,good,1,126290
Sony A9II,5,253660,poor,0,67100
Sony A7R,/,3893,excellent,0,10600
Sony A7IV,0,73069,good,0,43600
Sony A6100,5,1545,very_good,1,16890
Sony A7III,3,21834,good,1,23400
Sony ZV E10,2,10010,very_good,1,16190
Sony A5100,11,143642,good,0,7100
Sony FX30,3,2694,very_good,1,51300
Sony A7RII,1,196067,fair,0,16290
Sony A1II,0,8866,very_good,0,193200
Sony FX2,1,3612,excellent,1,81100
Sony A6100,4,98790,good,1,15600
Sony FX2,0,2543,very_good,0,76700
Sony A6500,9,8824,very_good,0,16800
Sony FX30,0,2057,very_good,0,45690
Sony A6500,9,250531,poor,0,15690
Sony A6300,8,71889,good,1,10800
Sony A7II,3,5938,good,0,10190
Sony A6000,3,5134,good,0,7600
Sony A9III,2,49725,good,1,125600
Sony A7RIV,5,179580,fair,0,37600
Sony A9III,2,17218,good,0,125690
Sony A6500,6,199755,fair,0,15700
Sony A7RIII,2,132374,fair,0,22300
Sony A6400,7,93628,,1,13800
Sony FX2,0,3586,very_good,0,78600
Sony A1,4,5862,good,1,87590
Sony A7II,2,863,very_good,1,12890
Sony A6700,2,245883,poor,1,39390
Sony A7RV,1,111716,fair,0,81300
Sony FX2,1,1065,very_good,0,72800
Sony A5000,6,49378,good,1,4400
Sony A5100,4,266347,poor,1,5600
Sony A6500,6,56454,fair,1,15090
Sony A9,5,90392,good,0,30790
Sony A6700,1,106037,good,0,36500
Sony A7SIII,3,3413,very_good,0,60800
Sony FX3,0,1849,very_good,1,103700
Sony A7III,8,9431,good,0,22800
Sony A6100,5,7317,very_good,0,17300
Sony A7RII,10,9347,good,1,18190
Sony A7RIII,8,62954,fair,0,23090
Sony FX30,1,1650,excellent,0,49700
Sony A7III,5,7256,good,1,23300
Sony RX100VII,0,1350,very_good,0,29300
Sony A7SIII,4,2333,very_good,1,57690
Sony ZV E10II,1,11392,good,1,28690
Sony ZV E10,2,2950,excellent,1,18190
Sony ZV1F,2,1657,excellent,1,10600
Sony A7RV,1,6756,good,1,84190
Sony A6600,6,88492,fair,0,21000
Sony FX3,1,1249,excellent,0,108690
Sony A7V,1,5186,excellent,1,86990
Sony A7,7,82521,good,1,8900
Sony A6100,1,232684,fair,0,13800
Sony A5000,1,187462,fair,1,4290
Sony RX100VII,1,808,very_good,0,29300
Sony A7,6,7266,good,1,7500
Sony A6700,0,37028,good,1,36400
Sony A7,11,55747,fair,0,6500
Sony A6000,2,193694,poor,0,7200
Sony A5100,10,54588,fair,0,6190
Sony A9III,2,6174,good??,1,125800
Sony ZV1F,4,1348,excellent,0,10600
Sony FX3,0,2868,very_good,1,108290
Sony A7RIV,2,98104,good,0,38090
Sony A7RV,4,67668,fair,1,81990
Sony A5100,5,90315,fair,1,6100
Sony ZV1,4,1064,very_good,0,13800
Sony A5000,9,unknown,very_good,0,5000
Sony A6600,5,9827,good,0,22500
Sony A7RV,2,39978,good,0,83390
Sony FX30,3,1546,excellent,-,46990
Sony A6500,3,94955,fair,1,15590
Sony A7RII,9,29876,very_good,1,21500
Sony A5100,12,86293,fair,1,6100
Sony A6500,10,15807,very_good,1,17400
Sony A7II,6,3596,very_good,1,11990
Sony A9II,7,22585,good,1,75700
Sony A6600,5,84960,fair,0,21500
Sony A1II,2,13286,excellent,1,173790
Sony A6300,7,98841,good,0,11290
Sony A6000,6,94699,fair,1,7500
Sony A7V,1,3306,very_good,1,86690
Sony ZV1,3,922,excellent,1,14490
Sony A1II,2,11766,good,1,167900
Sony A6700,1,38101,good,0,36400
Sony A6500,3,19753,good,1,14900
Sony A7RIV,3,98129,good,1,37800
Sony A6300,4,12929,very_good,0,12900
Sony A7SII,5,67272,fair,0,17290
Sony A7RV,1,275476,poor,1,79900
Sony FX3,4,2598,very_good,0,118390
Sony A7R,1,2826,very_good,0,10800
Sony RX100VII,2,1826,very_good,1,32000
Sony A7RIII,4,58798,good,1,24100
Sony A6300,1,79772,fair,1,10590
Sony A5100,10,17594,very_good,0,8000
Sony ZV1,4,716,excellent,1,14800
Sony A9,2,1320,very_good,0,36190
Sony A6100,1,7356,very_good,0,17200
Sony FX3,3,2617,very_good,0,109900
Sony ZV E10II,1,3652,excellent,1,32990
Sony A9III,3,18608,good,0,125490
Sony FX30,4,3114,very_good,0,48500
Sony A7SII,0,2751,very_good,1,22500
Sony ZV1,3,711,excellent,0,14990
Sony A7SII,9,60712,fair,1,17400
Sony A7RIV,2,96770,good,0,38500
Sony A6300,5,23086,very_good,1,12300
Sony ZV E10,2,5839,very_good,0,18800
Sony A9II,2,54686,good,0,73690
Sony A5100,8,69702,fair,0,6200
Sony A1II,2,7662,good,0,169290
Sony A1II,1,7941,very_good,1,195500
Sony A7RII,11,26006,very_good,1,21600
Sony A6400,2,164105,fair,1,13890
Sony A7RV,4,74589,fair,0,82800
Sony A1,3,17468,good,1,87390
Sony A6400,6,3898,very_good,1,17500
Sony ZV E10,3,15091,good,0,16000
Sony A7SIII,1,2270,very_good,1,63400
Sony A6400,7,15846,very_good,1,17690
Sony RX100VII,4,1878,very_good,1,/
Sony A7RIV,7,38471,very_good,1,42700
Sony A7RV,2,943,very_good,1,93900
Sony ZV E10II,1,3945,excellent,1,29400
Sony ZV1F,2,693,very_good,1,9900
Sony A9,9,8405,good,0,31000
Sony A5000,9,99821,fair,1,4290
Sony ZV1,3,1581,excellent,1,15700
Sony FX2,0,2678,very_good,1,72700
Sony ZV1F,4,867,very_good,1,9300
Sony A7SII,7,34082,good,0,17700
Sony A7III,5,9175,good,0,22300
Sony A7R,4,3898,excellent,/,10500
Sony A7SII,4,469,very_good,1,22400
Sony A7SII,10,204550,poor,,16590
Sony A6700,2,8387,good,0,36200
Sony A9,4,9204,good,1,31100
Sony A6600,0,6032,good,0,23600
Sony ZV1F,3,1656,very_good,0,10990
Sony ZV1,4,1185,very_good,0,14890
Sony A6700,1,1331,very_good,1,36700
Sony A7RII,9,96747,good,1,17800
Sony RX100VII,3,1792,excellent,1,29290
Sony A9III,1,24824,good,1,126500
Sony ZV1,0,580,excellent,0,15300
Sony A5100,5,777,excellent,0,8090
Sony A7,10,159,excellent,1,8600
Sony A6300,6,8263,very_good,0,12800
Sony A9III,1,183764,fair,1,127490
Sony A7SIII,1,1208,excellent,1,62790
Sony FX30,1,1826,excellent,1,48690
Sony A7RII,6,94444,good,1,17500
Sony A7,3,8053,very_good,1,8000
Sony ZV E10,0,3234,very_good,1,16290
Sony ZV E10II,2,4433,excellent,0,32090
Sony A7,8,56246,good,1,7000
Sony A7SIII,4,3651,excellent,0,61600
Sony FX30,2,2321,excellent,1,44700
Sony A7R,0,222328,poor,0,7800
Sony A7RIV,7,252783,poor,0,37290
Sony A6300,/,85380,fair,1,10690
Sony A7R,12,3233,very_good,1,9700
Sony RX100VII,2,1336,very_good,1,29890
Sony FX2,0,1641,excellent,0,82090
Sony A7IV,3,64887,good,1,43600
Sony A6300,6,73298,good,0,11090
Sony A6700,1,87843,good,0,36490
Sony A6400,4,265027,fair,0,14700
Sony A6500,1,34162,very_good,1,16400
Sony A7RV,3,11670,very_good,0,94500
Sony A7RV,4,45769,good,0,84190
Sony A9III,3,226169,poor,1,134190
Sony A5100,12,7166,very_good,0,8300
Sony A5000,0,28776,very_good,0,5100
Sony ZV E10,3,2313,very_good,1,16900
Sony A7V,1,8613,good,1,74900
Sony A7III,-,74580,good,1,24400
Sony A7SIII,4,1920,excellent,1,57390
Sony A7V,0,19431,excellent,0,85100
Sony A7SII,5,42521,very_good,1,22690
Sony A7RV,1,99025,good,1,80800
Sony A7S,2,7893,good,1,7200
Sony ZV E10,1,1901,excellent,0,16790
Sony A6700,1,185630,fair,0,36800
Sony A7V,1,1874,good,0,74890
Sony A7,10,276974,poor,0,6390
Sony A7R,5,122964,good,0,8700
Sony FX2,0,3401,excellent,1,83000
Sony A7SII,11,90116,fair,1,17500
Sony RX100VII,5,833,very_good,1,32700
Sony A7SII,2,265623,fair,0,17500
Sony A9III,1,119512,fair,0,126200
Sony A5000,12,7240,very_good,0,4990
Sony A9,8,275019,poor,0,30800
Sony A7RII,11,106285,good,0,18200
Sony A7IV,3,16560,very_good,0,49700
Sony A7SIII,6,2600,excellent,0,58190
Sony ZV E10II,2,17652,good,1,28200
Sony A6000,5,96617,fair,0,7400
Sony A7S,8,7950,very_good,0,9090
Sony A7IV,3,3264,very_good,0,46600
Sony A7SII,11,13772,very_good,1,19700
Sony A7RIII,5,259269,fair,1,22000
Sony A7RIII,9,7223,good,1,25400
Sony A7RV,3,122020,fair,1,82200
Sony A9II,3,332629,fair,1,70700
Sony A7,0,27655,good,1,7200
Sony A7RII,3,72497,fair,0,16590
Sony RX100VII,7,321,excellent,1,32190
Sony A7,0,137637,fair,1,6690
Sony A7V,0,1994,very_good,0,78600
Sony RX100VII,6,1392,??,0,29100
Sony A6500,6,3412,very_good,0,16090
Sony A6400,4,2678,very_good,0,18890
Sony A7SIII,0,2792,very_good,1,57490
Sony RX100VII,3,835,excellent,0,30500
Sony A7,7,92816,fair,0,6390
Sony A7SII,4,6362,good,0,18500
Sony A6400,5,15698,good,0,15000
Sony A6300,6,15694,very_good,0,13290
Sony A7IV,2,90505,good,0,43490
A7III,0,15620,very_good,1,82800
Sony A7,0,4352,excellent,1,8000
Sony A6300,3,161526,poor,0,10090
Sony A6600,0,59841,fair,1,21300
Sony A7III,6,1497,excellent,0,26700
Sony A6500,9,261385,fair,1,15100
Sony RX100VII,6,1247,excellent,0,29400
Sony A7SIII,0,1811,excellent,0,59490
Sony A7RV,0,40337,very_good,0,89790
Sony ZV1F,0,1128,very_good,1,9900
Sony A9,7,8346,good,0,31590
Sony A1,3,7862,very_good,1,106090
Sony A7SIII,6,1223,very_good,0,61490
Sony A7RIII,9,90404,fair,0,21000
Sony A7SII,6,90592,fair,1,16900
Sony A5000,6,2849,very_good,0,5300
Sony A6000,5,61980,good,0,7700
Sony A9II,5,1650,excellent,1,81790
Sony A6100,4,78295,fair,1,13990
Sony A7RIII,8,298,excellent,0,29190
Sony ZV E10,0,2453,very_good,0,17400
Sony A7RIV,3,109692,fair,0,38090
Sony ZV1,6,206,excellent,0,14290
Sony A7IV,0,193499,poor,1,40600
Sony A7SII,10,49719,good,1,19500
Sony A6500,7,13475,very_good,0,17390
Sony A7S,6,55610,good,1,7800
Sony A6500,7,9404,good,0,15200
Sony RX100VII,2,1980,excellent,1,31900
Sony A7RV,1,140221,fair,1,81490
Sony A6400,3,3389,excellent,1,19600
Sony ZV1,0,848,very_good,0,14890
Sony A6700,0,131833,fair,0,38990
Sony A7RIII,6,37345,good,1,23500
Sony A5000,3,41108,good,0,4500
Sony A7,5,89211,good,0,7000
Sony A5000,0,24560,very_good,0,4790
Sony ZV E10,1,18510,good,0,16000
Sony A7SII,0,9210,very_good,1,21890
Sony A6100,6,35774,very_good,1,15990
Sony ZV E10,5,8128,good,1,16000
Sony A6700,1,239016,fair,0,36690
Sony A9II,4,6398,very_good,0,86100
Sony A7II,6,2006,very_good,0,12200
Sony A6300,6,213913,poor,0,10090
Sony A7SII,10,5724,very_good,1,22300
Sony A7S,6,163019,poor,1,6700
Sony A7V,0,13681,very_good,1,78100
Sony ZV1,6,1540,very_good,0,14700
Sony A7SII,3,4318,excellent,1,21600
Sony A6400,5,55576,good,0,16400
Sony ZV E10II,2,1808,excellent,0,33600
Sony A7SIII,3,1964,very_good,1,56000
Sony A5100,3,5408,good,0,6400
Sony RX100VII,7,1676,excellent,0,31500
Sony A7V,1,2310,good,1,74800
Sony A6400,1,3648,very_good,0,19800
Sony A1,3,221376,poor,1,87090
Sony A7RII,0,81177,good,0,17400
Sony A7R,10,9252,very_good,0,10290
Sony ZV E10II,2,17195,very_good,0,29300
Sony A7IV,4,34103,very_good,1,48790
Sony A7IV,1,43211,very_good,1,48400
Sony A7RII,10,18679,very_good,1,20800
Sony A5100,0,121171,good,1,6800
Sony ZV1,1,525,excellent,1,13500
Sony A7III,5,8766,very_good,1,25500
Sony A7SIII,1,2871,very_good,1,62100
Sony A5100,9,6908,good,1,6600
Sony ZV E10II,2,10112,very_good,1,30200
Sony A7RIII,1,202114,fair,1,22090
Sony FX30,2,2188,very_good,0,48490
Sony A7RIV,2,64116,good,1,38200
Sony A1,0,12380,good,1,89400
Sony A7II,1,31289,good,0,10300
Sony A6100,5,81859,??,1,15700
Sony A7SIII,5,1234,very_good,,59200
Sony A1II,0,3590,excellent,0,173590
Sony FX3,5,2783,excellent,0,109800
Sony A7SII,1,172446,fair,1,17590
Sony ZV E10II,0,17911,good,1,28200
Sony A7SII,5,186108,poor,0,16590
Sony A1,4,52097,fair,0,88900
Sony A7II,12,87648,good,1,9990
Sony A7,7,185233,fair,1,6390
Sony A6500,5,32005,very_good,1,15690
Sony A5000,8,7612,good,0,4590
Sony RX100VII,4,899,excellent,1,31600
Sony A6500,10,186077,poor,0,15700
Sony RX100VII,5,1907,excellent,1,30500
Sony A7RIII,3,222529,poor,0,20790
Sony A7III,7,90671,fair,1,21090
Sony A6600,0,86222,good,1,23290
Sony A7SII,4,56485,good,1,???
Sony FX3,1,3503,very_good,0,118600
Sony ZV1,2,1136,very_good,1,14600
Sony A6300,6,50557,good,1,11500
Sony ZV1F,0,1751,very_good,0,10090
Sony A5100,10,74478,good,0,6790
Sony FX3,2,2157,excellent,1,105790
Sony A7RV,0,39387,very_good,1,96500
Sony A7R,7,5523,very_good,1,9800
Sony A6700,,7998,good,1,36200
Sony A7III,5,55177,fair,0,21690
Sony A9III,0,19652,very_good,1,136090
Sony ZV E10II,1,3742,excellent,0,29400
Sony A5000,6,67357,fair,0,4290
Sony A5100,5,47130,good,0,6990
Sony A1II,1,11244,good,1,167190
Sony A7RV,3,8266,good,1,84000
Sony A6700,3,35124,very_good,0,38200
Sony A7S,11,42007,good,0,7600
Sony A5100,2,148171,good,1,6400
Sony A6500,7,14866,good,0,15100
Sony A6500,2,3494,excellent,1,16000
Sony ZV E10II,0,3852,very_good,0,29890
Sony A7SII,9,19511,very_good,0,21590
Sony A7RV,1,1493,excellent,0,87600
Sony FX3,1,3672,very_good,1,109590
Sony A7IV,4,74355,fair,0,41200
Sony A7II,2,8595,very_good,0,12900
Sony A6100,4,6966,good,1,
Sony A5000,9,12549,good,1,4600
Sony A7RIII,5,7653,very_good,1,29400
Sony FX30,2,1057,very_good,1,44100
Sony ZV E10II,1,15112,very_good,1,34090
Sony A7RIV,2,18034,very_good,1,42500
Sony A9,4,539,excellent,0,34200
Sony A7RV,3,62142,good,1,84190
Sony ZV E10II,2,12148,very_good,0,29600
Sony A7RIII,2,57312,good,1,27100
Sony A9II,0,9994,very_good,1,90700
Sony ZV1F,0,1538,excellent,1,10000
Sony A6500,5,7956,good,0,15100
Sony A7IV,0,3785,very_good,1,52700
Sony A7,10,208077,fair,0,6690
Sony A5000,0,16684,very_good,0,5100
Sony A1II,0,4969,very_good,0,190000
Sony A7S,0,2920,very_good,1,8500
Sony ZV E10,5,11036,very_good,1,18500
Sony A7R,/,4325,excellent,1,9490
Sony A7RII,7,6102,very_good,0,21700
Sony A7SII,7,61835,fair,1,17190
Sony FX2,1,2406,very_good,1,82000
Sony A6000,12,49095,good,1,8090
Sony A6100,3,188449,poor,1,13100
Sony A7RIII,5,9562,good,0,24290
Sony ZV1F,4,323,excellent,0,10790
Sony A6300,8,7051,good,0,11100
Sony A9III,0,37478,very_good,0,144900
Sony FX30,0,1163,excellent,1,45300
Sony RX100VII,2,117,very_good,0,32290
Sony A6500,9,1152,very_good,1,16600
Sony A9,0,9666,very_good,1,37600
Sony ZV E10II,0,2741,very_good,1,31100
Sony A6100,4,28881,very_good,1,16900
Sony FX30,4,2888,very_good,1,46790
Sony A7IV,0,169,excellent,0,52200
Sony A5000,11,88914,fair,0,4200
Sony A9,3,13567,very_good,1,33290
Sony A7III,6,97697,fair,0,20000
Sony A9II,2,41456,very_good,0,90500
Sony A7RIII,8,5278,very_good,0,27790
Sony A7RIV,3,3592,very_good,1,45690
Sony A9III,1,7580,good,0,125700
Sony A6300,3,11879,good,1,11190
Sony A9III,0,49165,good,1,126100
Sony A1,3,48856,very_good,0,99290
Sony A6300,2,237182,poor,1,10290
Sony FX2,1,1719,excellent,1,84900
Sony A7,1,1398,excellent,1,97690
Sony A7R,3,12198,very_good,1,10800
Sony ZV1F,3,1216,very_good,1,9500
Sony A7,8,59639,good,1,7490
Sony A7SII,4,20484,very_good,0,21000
Sony A1,5,72958,good,0,88300
Sony ZV1F,3,1419,excellent,1,9490
Sony ZV E10II,0,2095,excellent,0,32990
Sony A1,3,105936,fair,0,88100
Sony A7RV,2,6826,very_good,1,99700
Sony A6500,1,83127,good,1,15000
Sony ZV E10,1,17389,good,1,16000
Sony A5000,4,173016,poor,0,4100
Sony A7S,9,280822,fair,1,6900
Sony ZV1F,0,121,very_good,1,10790
Sony A7SIII,1,2727,very_good,1,54700
Sony A6400,2,112372,good,0,16690
Sony FX3,3,1373,very_good,1,104190
Sony A6100,5,243684,fair,0,13700
Sony A7RII,3,35916,good,1,17590
Sony FX3,3,1290,/,1,118190
Sony A7IV,2,189293,poor,1,40190
Sony A7V,0,12772,excellent,1,82100
Sony FX3,2,2172,excellent,0,111500
Sony A1II,0,2121,very_good,0,196800
Sony A7V,0,2298,good,1,75890
Sony A7IV,5,2540,excellent,0,51390
Sony A9,9,221432,fair,0,31400
Sony A7II,11,41715,very_good,0,12590
Sony A5000,11,86382,good,1,4700
Sony A7RIII,1,1550,excellent,0,28900
Sony A7V,0,981,very_good,1,86900
Sony A7III,2,63298,good,0,21900
Sony A7RIV,3,8330,good,1,38190
Sony ZV1,4,951,excellent,0,14090
Sony A6600,2,2810,excellent,0,27400
Sony A6400,4,50018,good,0,15100
Sony A9,6,57246,good,0,30900
Sony A7,1,35191,good,0,7100
Sony A7,3,92055,fair,0,6500
Sony A5000,10,9076,very_good,1,5200
Sony A7V,0,3770,excellent,0,84200
Sony A7RIII,9,13645,good,1,23700
Sony A6100,7,30119,good,0,15300
Sony A9,3,527,excellent,0,36100
Sony A6100,5,67605,good,1,15700
Sony ZV1,3,1881,very_good,1,13690
Sony A9II,6,42186,very_good,1,90890
Sony RX100VII,1,1620,very_good,0,30590
Sony A6300,4,83326,fair,1,10590
Sony A5100,12,54255,fair,0,5900
Sony ZV E10,2,19753,very_good,0,18400
Sony A7,10,54258,fair,0,6500
Sony A6600,6,38150,good,0,22790
Sony FX30,4,1844,very_good,0,45600
Sony FX30,0,1133,very_good,1,49500
Sony A7RIV,6,45844,good,1,38600
Sony A7SII,7,27074,very_good,1,20990
Sony ZV1F,3,918,excellent,1,9590
Sony A6500,1,45304,good,0,/
Sony A7RIV,3,18970,very_good,0,41990
Sony A5100,3,119956,good,0,6890
Sony A7RV,2,55958,fair,0,82590
Sony A7RIII,3,21731,good,1,26590
